PurchaseOrderID;ProductID;VendorID;ShipMethodID;UnitPrice;OrderQty;Total
851;443;1540;4;39.123;3;117.369
851;444;1540;4;37.023;3;111.069
851;445;1540;4;41.2965;3;123.8895
851;446;1540;4;37.023;3;111.069
852;941;1628;5;62.9895;550;34644.225
853;320;1604;4;45.3705;3;136.1115
853;321;1604;4;40.488;3;121.464
853;322;1604;4;26.3655;60;1581.93
854;504;1690;5;48.762;3;146.286
855;497;1566;5;34.188;3;102.564
856;323;1698;5;50.2635;3;150.7905
857;523;1560;5;10.731;550;5902.05
857;524;1560;5;14.1225;550;7767.375
858;492;1692;5;50.2635;60;3015.81
858;493;1692;5;57.1515;60;3429.09
858;494;1692;5;53.2035;60;3192.21
858;495;1692;5;63.693;60;3821.58
858;496;1692;5;48.909;60;2934.54
859;915;1696;5;30.4395;550;16741.725
859;916;1696;5;40.9395;550;22516.725
860;506;1504;1;9.198;60;551.88
861;351;1544;1;5.775;550;3176.25
861;352;1544;1;1.155;550;635.25
861;679;1544;1;5.775;550;3176.25
862;507;1530;2;23.394;550;12866.7
862;508;1530;2;27.6465;550;15205.575
863;355;1508;1;1.365;550;750.75
863;940;1508;1;62.9895;550;34644.225
863;535;1508;1;3.486;550;1917.3
864;351;1694;1;6.195;550;3407.25
864;352;1694;1;1.47;550;808.5
865;507;1624;2;22.1655;550;12191.025
865;508;1624;2;29.2845;550;16106.475
866;491;1548;2;19.9815;3;59.9445
867;343;1598;4;43.344;3;130.032
867;344;1598;4;39.0705;3;117.2115
867;345;1598;4;36.9705;3;110.9115
867;346;1598;4;41.244;3;123.732
867;347;1598;4;36.9705;3;110.9115
867;348;1598;4;34.8705;3;104.6115
868;935;1658;5;31.4895;550;17319.225
868;936;1658;5;48.2895;550;26559.225
869;392;1536;4;41.244;3;123.732
869;393;1536;4;36.9705;3;110.9115
869;394;1536;4;43.218;3;129.654
869;395;1536;4;47.4915;3;142.4745
869;396;1536;4;43.2705;3;129.8115
870;482;1568;1;8.757;550;4816.35
870;483;1568;1;9.6915;550;5330.325
870;484;1568;1;6.8775;550;3782.625
871;402;1648;5;47.4705;3;142.4115
872;510;1646;2;23.079;550;12693.45
872;511;1646;2;29.274;550;16100.7
873;406;1672;4;43.2705;3;129.8115
873;407;1672;4;47.544;3;142.632
873;408;1672;4;43.2705;3;129.8115
874;525;1600;1;2.3205;550;1276.275
875;526;1522;1;3.6435;550;2003.925
876;908;1570;2;21.0945;550;11601.975
876;909;1570;2;30.4395;550;16741.725
876;913;1570;2;40.9395;550;22516.725
877;356;1516;1;3.6015;60;216.09
877;357;1516;1;3.9795;60;238.77
878;935;1506;5;31.4895;550;17319.225
878;936;1506;5;48.2895;550;26559.225
879;524;1626;2;12.9675;550;7132.125
880;911;1542;2;21.0945;550;11601.975
880;912;1542;2;30.4395;550;16741.725
881;910;1610;4;40.9395;550;22516.725
882;937;1638;5;62.9895;550;34644.225
883;466;1582;4;45.423;3;136.269
883;467;1582;4;43.323;3;129.969
883;468;1582;4;47.5965;3;142.7895
884;462;1510;5;47.6805;3;143.0415
885;510;1526;2;23.4045;550;12872.475
885;511;1526;2;27.867;550;15326.85
886;527;1644;1;6.7515;550;3713.325
887;509;1680;4;36.2775;550;19952.625
888;492;1584;5;50.7465;60;3044.79
888;493;1584;5;58.2645;60;3495.87
888;494;1584;5;50.7465;60;3044.79
888;495;1584;5;62.9265;60;3775.59
888;496;1584;5;49.6545;60;2979.27
889;523;1620;5;10.3845;550;5711.475
890;430;1666;4;45.654;3;136.962
890;431;1666;4;41.3805;3;124.1415
890;432;1666;4;39.2805;3;117.8415
891;490;1592;2;12.7155;3;38.1465
891;491;1592;2;19.9395;3;59.8185
892;528;1618;4;38.157;3;114.471
893;505;1612;4;44.2155;3;132.6465
894;938;1586;5;31.4895;550;17319.225
894;939;1586;5;48.2895;550;26559.225
895;358;1500;1;6.9825;60;418.95
896;454;1656;5;47.523;3;142.569
896;455;1656;5;45.423;3;136.269
896;456;1656;5;49.6965;3;149.0895
896;457;1656;5;45.423;3;136.269
897;356;1572;1;3.381;60;202.86
897;357;1572;1;4.3155;60;258.93
898;375;1562;4;43.2705;3;129.8115
898;376;1562;4;41.1705;3;123.5115
898;377;1562;4;45.444;3;136.332
898;378;1562;4;41.1705;3;123.5115
898;379;1562;4;39.0705;3;117.2115
899;490;1662;2;12.3585;3;37.0755
900;513;1682;4;39.1965;550;21558.075
901;408;1686;4;36.9705;3;110.9115
901;409;1686;4;41.244;3;123.732
901;410;1686;4;36.9705;3;110.9115
901;411;1686;4;34.8705;3;104.6115
902;931;1684;5;34.8705;550;19178.775
902;932;1684;5;39.7635;550;21869.925
903;425;1534;4;45.5805;3;136.7415
903;426;1534;4;43.4805;3;130.4415
903;427;1534;4;47.754;3;143.262
904;345;1614;4;43.3755;3;130.1265
904;346;1614;4;47.649;3;142.947
905;937;1638;5;62.9895;550;34644.225
906;469;1582;4;43.323;3;129.969
906;470;1582;4;41.223;3;123.669
906;471;1582;4;45.4965;3;136.4895
906;472;1582;4;41.223;3;123.669
907;462;1510;5;47.6805;3;143.0415
908;510;1526;2;23.4045;550;12872.475
908;511;1526;2;27.867;550;15326.85
909;931;1588;5;34.3455;550;18890.025
909;932;1588;5;39.2385;550;21581.175
910;344;1622;4;45.3705;3;136.1115
910;345;1622;4;43.2705;3;129.8115
910;346;1622;4;47.544;3;142.632
911;930;1632;4;43.0395;550;23671.725
912;332;1608;5;10.815;550;5948.25
913;948;1576;5;82.8345;550;45558.975
913;907;1576;5;82.8345;550;45558.975
914;325;1590;1;0.21;1250;262.5
914;326;1590;1;0.21;1250;262.5
915;320;1514;5;49.644;3;148.932
915;321;1514;5;44.3205;3;132.9615
915;322;1514;5;28.6965;60;1721.79
916;930;1498;4;42.5145;550;23382.975
916;921;1498;4;5.586;550;3072.3
917;952;1674;2;15.7395;60;944.37
918;933;1652;4;43.4595;550;23902.725
918;934;1652;4;37.6215;550;20691.825
918;922;1652;4;6.531;550;3592.05
918;923;1652;4;6.1845;550;3401.475
919;319;1578;5;48.5835;550;26720.925
920;928;1538;5;32.2455;550;17735.025
920;929;1538;5;36.561;550;20108.55
921;319;1556;4;46.4205;550;25531.275
922;359;1554;5;47.523;3;142.569
922;360;1554;5;45.423;3;136.269
923;2;1688;4;41.916;3;125.748
924;1;1580;5;50.2635;3;150.7905
925;359;1496;5;47.6805;3;143.0415
925;360;1496;5;45.5805;3;136.7415
925;361;1496;5;49.854;3;149.562
925;362;1496;5;45.5805;3;136.7415
925;363;1496;5;43.4805;3;130.4415
925;364;1496;5;47.754;3;143.262
925;365;1496;5;43.4805;3;130.4415
925;366;1496;5;41.3805;3;124.1415
925;367;1496;5;45.654;3;136.962
925;368;1496;5;41.3805;3;124.1415
925;369;1496;5;39.2805;3;117.8415
925;370;1496;5;43.554;3;130.662
925;371;1496;5;39.2805;3;117.8415
925;372;1496;5;37.1805;3;111.5415
925;373;1496;5;41.454;3;124.362
925;374;1496;5;37.1805;3;111.5415
926;530;1494;2;16.086;550;8847.3
927;4;1650;5;57.0255;3;171.0765
928;512;1654;4;37.086;550;20397.3
929;513;1664;3;26.5965;550;14628.075
930;317;1678;3;27.0585;550;14882.175
930;318;1678;3;33.579;550;18468.45
930;319;1678;3;46.0635;550;25334.925
931;408;1616;5;47.544;3;142.632
931;409;1616;5;43.2705;3;129.8115
931;410;1616;5;41.1705;3;123.5115
931;411;1616;5;45.444;3;136.332
932;427;1492;5;47.5965;3;142.7895
932;428;1492;5;43.323;3;129.969
933;320;1602;5;47.4705;3;142.4115
933;321;1602;5;42.798;3;128.394
933;322;1602;5;25.4205;60;1525.23
934;447;1540;5;47.6805;3;143.0415
934;448;1540;5;45.5805;3;136.7415
935;941;1628;5;62.9895;550;34644.225
936;320;1604;4;45.3705;3;136.1115
936;321;1604;4;40.488;3;121.464
936;322;1604;4;26.3655;60;1581.93
937;504;1690;5;48.762;3;146.286
938;497;1566;5;34.188;3;102.564
939;323;1698;5;50.2635;3;150.7905
940;523;1560;5;10.731;550;5902.05
940;524;1560;5;14.1225;550;7767.375
941;492;1692;5;50.2635;60;3015.81
941;493;1692;5;57.1515;60;3429.09
941;494;1692;5;53.2035;60;3192.21
941;495;1692;5;63.693;60;3821.58
942;908;1696;2;21.0945;550;11601.975
942;909;1696;2;30.4395;550;16741.725
943;506;1504;1;9.198;60;551.88
944;351;1544;1;5.775;550;3176.25
944;352;1544;1;1.155;550;635.25
945;507;1530;2;23.394;550;12866.7
945;508;1530;2;27.6465;550;15205.575
946;355;1508;1;1.365;550;750.75
946;940;1508;1;62.9895;550;34644.225
946;535;1508;1;3.486;550;1917.3
947;679;1694;1;6.195;550;3407.25
948;507;1624;2;22.1655;550;12191.025
948;508;1624;2;29.2845;550;16106.475
949;491;1548;2;19.9815;3;59.9445
950;349;1598;4;39.144;3;117.432
951;935;1658;5;31.4895;550;17319.225
951;936;1658;5;48.2895;550;26559.225
952;397;1536;5;47.544;3;142.632
953;485;1568;1;7.8015;550;4290.825
953;486;1568;1;8.757;550;4816.35
953;487;1568;1;5.8065;550;3193.575
954;402;1648;5;47.4705;3;142.4115
955;512;1646;5;34.9755;550;19236.525
956;409;1672;4;41.1705;3;123.5115
956;914;1672;4;21.0945;550;11601.975
956;915;1672;4;30.4395;550;16741.725
956;916;1672;4;40.9395;550;22516.725
957;525;1600;1;2.3205;550;1276.275
958;526;1522;1;3.6435;550;2003.925
959;908;1570;2;21.0945;550;11601.975
959;909;1570;2;30.4395;550;16741.725
959;913;1570;2;40.9395;550;22516.725
960;356;1516;1;3.6015;60;216.09
960;357;1516;1;3.9795;60;238.77
961;935;1506;5;31.4895;550;17319.225
961;936;1506;5;48.2895;550;26559.225
962;524;1626;2;12.9675;550;7132.125
963;911;1542;2;21.0945;550;11601.975
963;912;1542;2;30.4395;550;16741.725
964;910;1610;4;40.9395;550;22516.725
965;527;1644;1;6.7515;550;3713.325
966;938;1680;5;31.4895;550;17319.225
966;939;1680;5;48.2895;550;26559.225
966;509;1680;5;36.2775;550;19952.625
967;492;1584;5;50.7465;60;3044.79
967;493;1584;5;58.2645;60;3495.87
967;494;1584;5;50.7465;60;3044.79
967;495;1584;5;62.9265;60;3775.59
967;496;1584;5;49.6545;60;2979.27
968;523;1620;5;10.3845;550;5711.475
969;937;1638;5;62.9895;550;34644.225
970;473;1582;4;39.123;3;117.369
970;474;1582;4;43.3965;3;130.1895
970;475;1582;4;39.123;3;117.369
971;462;1510;5;47.6805;3;143.0415
972;510;1526;2;23.4045;550;12872.475
972;511;1526;2;27.867;550;15326.85
973;433;1666;4;43.554;3;130.662
973;434;1666;4;39.2805;3;117.8415
973;435;1666;4;37.1805;3;111.5415
974;490;1592;2;12.7155;3;38.1465
974;491;1592;2;19.9395;3;59.8185
975;528;1618;4;38.157;3;114.471
976;505;1612;4;44.2155;3;132.6465
977;527;1644;1;6.7515;550;3713.325
978;938;1680;5;31.4895;550;17319.225
978;939;1680;5;48.2895;550;26559.225
978;509;1680;5;36.2775;550;19952.625
979;492;1584;5;50.7465;60;3044.79
979;493;1584;5;58.2645;60;3495.87
979;494;1584;5;50.7465;60;3044.79
979;495;1584;5;62.9265;60;3775.59
979;496;1584;5;49.6545;60;2979.27
980;523;1620;5;10.3845;550;5711.475
981;436;1666;4;41.454;3;124.362
981;437;1666;4;37.1805;3;111.5415
982;490;1592;2;12.7155;3;38.1465
982;491;1592;2;19.9395;3;59.8185
983;528;1618;4;38.157;3;114.471
984;505;1612;4;44.2155;3;132.6465
985;938;1586;5;31.4895;550;17319.225
985;939;1586;5;48.2895;550;26559.225
986;358;1500;1;6.9825;60;418.95
987;458;1656;4;43.323;3;129.969
987;459;1656;4;47.5965;3;142.7895
987;460;1656;4;43.323;3;129.969
988;356;1572;1;3.381;60;202.86
988;357;1572;1;4.3155;60;258.93
989;380;1562;4;43.344;3;130.032
989;381;1562;4;39.0705;3;117.2115
989;382;1562;4;36.9705;3;110.9115
989;383;1562;4;41.244;3;123.732
989;384;1562;4;36.9705;3;110.9115
990;490;1662;2;12.3585;3;37.0755
991;513;1682;4;39.1965;550;21558.075
992;412;1686;4;39.144;3;117.432
992;413;1686;4;47.5755;3;142.7265
993;933;1684;4;43.9845;550;24191.475
993;934;1684;4;38.1465;550;20980.575
994;428;1534;4;43.4805;3;130.4415
994;429;1534;4;41.3805;3;124.1415
995;347;1614;4;43.3755;3;130.1265
995;348;1614;4;41.2755;3;123.8265
995;349;1614;4;45.549;3;136.647
996;931;1588;5;34.3455;550;18890.025
996;932;1588;5;39.2385;550;21581.175
997;347;1622;4;43.2705;3;129.8115
997;348;1622;4;41.1705;3;123.5115
997;349;1622;4;45.444;3;136.332
998;928;1632;5;32.7705;550;18023.775
998;929;1632;5;37.086;550;20397.3
998;930;1632;5;43.0395;550;23671.725
999;332;1608;5;10.815;550;5948.25
1000;948;1576;5;82.8345;550;45558.975
1000;907;1576;5;82.8345;550;45558.975
1001;325;1590;1;0.21;1250;262.5
1001;326;1590;1;0.21;1250;262.5
1002;320;1514;5;49.644;3;148.932
1002;321;1514;5;44.3205;3;132.9615
1003;930;1498;4;42.5145;550;23382.975
1003;921;1498;4;5.586;550;3072.3
1004;952;1674;2;15.7395;60;944.37
1005;933;1652;4;43.4595;550;23902.725
1005;934;1652;4;37.6215;550;20691.825
1005;922;1652;4;6.531;550;3592.05
1005;923;1652;4;6.1845;550;3401.475
1006;317;1578;3;29.5785;550;16268.175
1006;318;1578;3;36.099;550;19854.45
1006;319;1578;3;48.5835;550;26720.925
1007;928;1538;5;32.2455;550;17735.025
1007;929;1538;5;36.561;550;20108.55
1008;319;1556;4;46.4205;550;25531.275
1009;361;1554;5;49.6965;3;149.0895
1009;362;1554;5;45.423;3;136.269
1009;363;1554;5;43.323;3;129.969
1009;364;1554;5;47.5965;3;142.7895
1009;365;1554;5;43.323;3;129.969
1010;2;1688;4;41.916;3;125.748
1011;1;1580;5;50.2635;3;150.7905
1012;359;1496;5;47.6805;3;143.0415
1012;360;1496;5;45.5805;3;136.7415
1013;938;1586;5;31.4895;550;17319.225
1013;939;1586;5;48.2895;550;26559.225
1014;358;1500;1;6.9825;60;418.95
1015;375;1656;4;43.2705;3;129.8115
1015;376;1656;4;47.544;3;142.632
1015;377;1656;4;43.2705;3;129.8115
1015;378;1656;4;41.1705;3;123.5115
1015;379;1656;4;45.444;3;136.332
1015;380;1656;4;41.1705;3;123.5115
1015;381;1656;4;39.0705;3;117.2115
1015;438;1656;4;47.6805;3;143.0415
1015;439;1656;4;45.5805;3;136.7415
1015;440;1656;4;49.854;3;149.562
1015;441;1656;4;45.5805;3;136.7415
1015;442;1656;4;43.4805;3;130.4415
1015;443;1656;4;47.754;3;143.262
1015;444;1656;4;43.4805;3;130.4415
1015;445;1656;4;41.3805;3;124.1415
1015;446;1656;4;45.654;3;136.962
1015;447;1656;4;41.3805;3;124.1415
1015;448;1656;4;39.2805;3;117.8415
1015;449;1656;4;43.554;3;130.662
1015;450;1656;4;39.2805;3;117.8415
1015;451;1656;4;37.1805;3;111.5415
1015;452;1656;4;41.454;3;124.362
1015;453;1656;4;37.1805;3;111.5415
1015;454;1656;4;47.523;3;142.569
1015;455;1656;4;45.423;3;136.269
1015;456;1656;4;49.6965;3;149.0895
1015;457;1656;4;45.423;3;136.269
1015;458;1656;4;43.323;3;129.969
1015;459;1656;4;47.5965;3;142.7895
1015;460;1656;4;43.323;3;129.969
1016;356;1572;1;3.381;60;202.86
1016;357;1572;1;4.3155;60;258.93
1017;385;1562;4;43.218;3;129.654
1017;386;1562;4;47.4915;3;142.4745
1017;387;1562;4;43.2705;3;129.8115
1017;388;1562;4;47.544;3;142.632
1017;389;1562;4;43.2705;3;129.8115
1017;390;1562;4;41.1705;3;123.5115
1018;490;1662;2;12.3585;3;37.0755
1019;513;1682;4;39.1965;550;21558.075
1020;414;1686;4;45.4755;3;136.4265
1020;415;1686;4;49.749;3;149.247
1020;416;1686;4;45.4755;3;136.4265
1021;931;1684;5;34.8705;550;19178.775
1021;932;1684;5;39.7635;550;21869.925
1021;933;1684;5;43.9845;550;24191.475
1021;934;1684;5;38.1465;550;20980.575
1022;430;1534;4;45.654;3;136.962
1022;431;1534;4;41.3805;3;124.1415
1023;341;1614;5;47.5755;3;142.7265
1023;342;1614;5;45.4755;3;136.4265
1023;343;1614;5;49.749;3;149.247
1024;931;1588;5;34.3455;550;18890.025
1024;932;1588;5;39.2385;550;21581.175
1025;530;1494;2;16.086;550;8847.3
1026;4;1650;5;57.0255;3;171.0765
1027;512;1654;4;37.086;550;20397.3
1028;513;1664;3;26.5965;550;14628.075
1029;317;1678;3;27.0585;550;14882.175
1029;318;1678;3;33.579;550;18468.45
1029;319;1678;3;46.0635;550;25334.925
1030;412;1616;4;41.1705;3;123.5115
1030;413;1616;4;39.0705;3;117.2115
1030;414;1616;4;43.344;3;130.032
1031;429;1492;4;41.223;3;123.669
1031;430;1492;4;45.4965;3;136.4895
1031;431;1492;4;41.223;3;123.669
1031;432;1492;4;39.123;3;117.369
1032;320;1602;5;47.4705;3;142.4115
1032;321;1602;5;42.798;3;128.394
1033;449;1540;5;49.854;3;149.562
1033;450;1540;5;45.5805;3;136.7415
1033;451;1540;5;43.4805;3;130.4415
1034;941;1628;5;62.9895;550;34644.225
1035;320;1604;4;45.3705;3;136.1115
1035;321;1604;4;40.488;3;121.464
1035;322;1604;4;26.3655;60;1581.93
1036;504;1690;5;48.762;3;146.286
1037;497;1566;5;34.188;3;102.564
1038;323;1698;5;50.2635;3;150.7905
1039;523;1560;5;10.731;550;5902.05
1039;524;1560;5;14.1225;550;7767.375
1040;496;1692;5;48.909;60;2934.54
1041;910;1696;4;40.9395;550;22516.725
1041;911;1696;4;21.0945;550;11601.975
1041;912;1696;4;30.4395;550;16741.725
1041;913;1696;4;40.9395;550;22516.725
1042;506;1504;1;9.198;60;551.88
1043;679;1544;1;5.775;550;3176.25
1044;507;1530;2;23.394;550;12866.7
1044;508;1530;2;27.6465;550;15205.575
1045;355;1508;1;1.365;550;750.75
1045;940;1508;1;62.9895;550;34644.225
1045;535;1508;1;3.486;550;1917.3
1046;351;1694;1;6.195;550;3407.25
1046;352;1694;1;1.47;550;808.5
1046;679;1694;1;6.195;550;3407.25
1047;507;1624;2;22.1655;550;12191.025
1047;508;1624;2;29.2845;550;16106.475
1048;491;1548;2;19.9815;3;59.9445
1049;341;1598;4;41.1705;3;123.5115
1049;342;1598;4;39.0705;3;117.2115
1049;343;1598;4;43.344;3;130.032
1049;344;1598;4;39.0705;3;117.2115
1049;345;1598;4;36.9705;3;110.9115
1050;935;1658;5;31.4895;550;17319.225
1050;936;1658;5;48.2895;550;26559.225
1051;375;1536;4;43.344;3;130.032
1051;376;1536;4;39.0705;3;117.2115
1051;377;1536;4;36.9705;3;110.9115
1051;378;1536;4;41.244;3;123.732
1052;488;1568;1;8.862;550;4874.1
1052;489;1568;1;10.4685;550;5757.675
1053;402;1648;5;47.4705;3;142.4115
1054;510;1646;2;23.079;550;12693.45
1054;511;1646;2;29.274;550;16100.7
1055;403;1672;4;45.3705;3;136.1115
1055;404;1672;4;49.644;3;148.932
1055;405;1672;4;45.3705;3;136.1115
1055;406;1672;4;43.2705;3;129.8115
1055;407;1672;4;47.544;3;142.632
1055;408;1672;4;43.2705;3;129.8115
1055;409;1672;4;41.1705;3;123.5115
1055;914;1672;4;21.0945;550;11601.975
1055;915;1672;4;30.4395;550;16741.725
1055;916;1672;4;40.9395;550;22516.725
1056;525;1600;1;2.3205;550;1276.275
1057;341;1622;5;47.4705;3;142.4115
1057;342;1622;5;45.3705;3;136.1115
1057;343;1622;5;49.644;3;148.932
1057;344;1622;5;45.3705;3;136.1115
1057;345;1622;5;43.2705;3;129.8115
1057;346;1622;5;47.544;3;142.632
1058;928;1632;5;32.7705;550;18023.775
1058;929;1632;5;37.086;550;20397.3
1058;930;1632;5;43.0395;550;23671.725
1059;332;1608;5;10.815;550;5948.25
1060;948;1576;5;82.8345;550;45558.975
1060;907;1576;5;82.8345;550;45558.975
1061;325;1590;1;0.21;1250;262.5
1061;326;1590;1;0.21;1250;262.5
1062;322;1514;3;28.6965;60;1721.79
1063;930;1498;4;42.5145;550;23382.975
1063;921;1498;4;5.586;550;3072.3
1064;952;1674;2;15.7395;60;944.37
1065;526;1522;1;3.6435;550;2003.925
1066;908;1570;2;21.0945;550;11601.975
1066;909;1570;2;30.4395;550;16741.725
1066;913;1570;2;40.9395;550;22516.725
1067;356;1516;1;3.6015;60;216.09
1067;357;1516;1;3.9795;60;238.77
1068;935;1506;5;31.4895;550;17319.225
1068;936;1506;5;48.2895;550;26559.225
1069;524;1626;2;12.9675;550;7132.125
1070;911;1542;2;21.0945;550;11601.975
1070;912;1542;2;30.4395;550;16741.725
1071;910;1610;4;40.9395;550;22516.725
1072;937;1638;5;62.9895;550;34644.225
1073;463;1582;5;47.523;3;142.569
1073;464;1582;5;45.423;3;136.269
1073;465;1582;5;49.6965;3;149.0895
1074;462;1510;5;47.6805;3;143.0415
1075;510;1526;2;23.4045;550;12872.475
1075;511;1526;2;27.867;550;15326.85
1076;527;1644;1;6.7515;550;3713.325
1077;938;1680;5;31.4895;550;17319.225
1077;939;1680;5;48.2895;550;26559.225
1077;509;1680;5;36.2775;550;19952.625
1078;492;1584;5;50.7465;60;3044.79
1078;493;1584;5;58.2645;60;3495.87
1078;494;1584;5;50.7465;60;3044.79
1078;495;1584;5;62.9265;60;3775.59
1078;496;1584;5;49.6545;60;2979.27
1079;523;1620;5;10.3845;550;5711.475
1080;422;1666;5;47.6805;3;143.0415
1080;423;1666;5;45.5805;3;136.7415
1080;424;1666;5;49.854;3;149.562
1081;933;1652;4;43.4595;550;23902.725
1081;934;1652;4;37.6215;550;20691.825
1081;922;1652;4;6.531;550;3592.05
1081;923;1652;4;6.1845;550;3401.475
1082;317;1578;3;29.5785;550;16268.175
1082;318;1578;3;36.099;550;19854.45
1083;928;1538;5;32.2455;550;17735.025
1083;929;1538;5;36.561;550;20108.55
1084;319;1556;4;46.4205;550;25531.275
1085;366;1554;4;41.223;3;123.669
1085;367;1554;4;45.4965;3;136.4895
1085;368;1554;4;41.223;3;123.669
1085;369;1554;4;39.123;3;117.369
1085;370;1554;4;43.3965;3;130.1895
1085;371;1554;4;39.123;3;117.369
1085;372;1554;4;37.023;3;111.069
1085;373;1554;4;41.2965;3;123.8895
1085;374;1554;4;37.023;3;111.069
1086;2;1688;4;41.916;3;125.748
1087;1;1580;5;50.2635;3;150.7905
1088;361;1496;5;49.854;3;149.562
1088;362;1496;5;45.5805;3;136.7415
1088;363;1496;5;43.4805;3;130.4415
1088;364;1496;5;47.754;3;143.262
1088;365;1496;5;43.4805;3;130.4415
1089;530;1494;2;16.086;550;8847.3
1090;4;1650;5;57.0255;3;171.0765
1091;512;1654;4;37.086;550;20397.3
1092;513;1664;3;26.5965;550;14628.075
1093;317;1678;3;27.0585;550;14882.175
1093;318;1678;3;33.579;550;18468.45
1093;319;1678;3;46.0635;550;25334.925
1094;415;1616;4;39.0705;3;117.2115
1094;416;1616;4;36.9705;3;110.9115
1095;433;1492;4;43.3965;3;130.1895
1095;434;1492;4;39.123;3;117.369
1095;435;1492;4;37.023;3;111.069
1095;436;1492;4;41.2965;3;123.8895
1095;437;1492;4;37.023;3;111.069
1096;322;1602;5;25.4205;60;1525.23
1097;452;1540;5;47.754;3;143.262
1097;453;1540;5;43.4805;3;130.4415
1097;454;1540;5;41.3805;3;124.1415
1097;455;1540;5;45.654;3;136.962
1097;456;1540;5;41.3805;3;124.1415
1097;457;1540;5;39.2805;3;117.8415
1098;941;1628;5;62.9895;550;34644.225
1099;320;1604;4;45.3705;3;136.1115
1099;321;1604;4;40.488;3;121.464
1099;322;1604;4;26.3655;60;1581.93
1100;504;1690;5;48.762;3;146.286
1101;497;1566;5;34.188;3;102.564
1102;323;1698;5;50.2635;3;150.7905
1103;523;1560;5;10.731;550;5902.05
1103;524;1560;5;14.1225;550;7767.375
1104;492;1692;5;50.2635;60;3015.81
1104;493;1692;5;57.1515;60;3429.09
1105;914;1696;2;21.0945;550;11601.975
1105;915;1696;2;30.4395;550;16741.725
1105;916;1696;2;40.9395;550;22516.725
1106;506;1504;1;9.198;60;551.88
1107;351;1544;1;5.775;550;3176.25
1107;352;1544;1;1.155;550;635.25
1107;679;1544;1;5.775;550;3176.25
1108;507;1530;2;23.394;550;12866.7
1108;508;1530;2;27.6465;550;15205.575
1109;355;1508;1;1.365;550;750.75
1109;940;1508;1;62.9895;550;34644.225
1109;535;1508;1;3.486;550;1917.3
1110;351;1694;1;6.195;550;3407.25
1110;352;1694;1;1.47;550;808.5
1110;679;1694;1;6.195;550;3407.25
1111;507;1624;2;22.1655;550;12191.025
1111;508;1624;2;29.2845;550;16106.475
1112;491;1548;2;19.9815;3;59.9445
1113;346;1598;4;41.244;3;123.732
1113;347;1598;4;36.9705;3;110.9115
1113;348;1598;4;34.8705;3;104.6115
1114;935;1658;5;31.4895;550;17319.225
1114;936;1658;5;48.2895;550;26559.225
1115;379;1536;4;36.9705;3;110.9115
1115;380;1536;4;43.218;3;129.654
1115;381;1536;4;47.4915;3;142.4745
1115;382;1536;4;43.2705;3;129.8115
1115;383;1536;4;47.544;3;142.632
1115;384;1536;4;43.2705;3;129.8115
1115;385;1536;4;41.1705;3;123.5115
1115;386;1536;4;45.444;3;136.332
1115;387;1536;4;41.1705;3;123.5115
1115;388;1536;4;39.0705;3;117.2115
1115;389;1536;4;43.344;3;130.032
1115;390;1536;4;39.0705;3;117.2115
1115;391;1536;4;36.9705;3;110.9115
1115;392;1536;4;41.244;3;123.732
1115;393;1536;4;36.9705;3;110.9115
1115;394;1536;4;43.218;3;129.654
1115;395;1536;4;47.4915;3;142.4745
1115;396;1536;4;43.2705;3;129.8115
1115;397;1536;4;47.544;3;142.632
1116;476;1568;2;15.8865;550;8737.575
1116;477;1568;2;11.6655;550;6416.025
1116;478;1568;2;11.088;550;6098.4
1116;479;1568;2;15.8865;550;8737.575
1117;402;1648;5;47.4705;3;142.4115
1118;512;1646;5;34.9755;550;19236.525
1119;403;1672;4;45.3705;3;136.1115
1119;404;1672;4;49.644;3;148.932
1119;405;1672;4;45.3705;3;136.1115
1119;406;1672;4;43.2705;3;129.8115
1119;407;1672;4;47.544;3;142.632
1120;525;1600;1;2.3205;550;1276.275
1121;526;1522;1;3.6435;550;2003.925
1122;908;1570;2;21.0945;550;11601.975
1122;909;1570;2;30.4395;550;16741.725
1123;356;1516;1;3.6015;60;216.09
1123;357;1516;1;3.9795;60;238.77
1124;935;1506;5;31.4895;550;17319.225
1124;936;1506;5;48.2895;550;26559.225
1125;524;1626;2;12.9675;550;7132.125
1126;911;1542;2;21.0945;550;11601.975
1126;912;1542;2;30.4395;550;16741.725
1127;910;1610;4;40.9395;550;22516.725
1128;937;1638;5;62.9895;550;34644.225
1129;466;1582;4;45.423;3;136.269
1129;467;1582;4;43.323;3;129.969
1129;468;1582;4;47.5965;3;142.7895
1129;469;1582;4;43.323;3;129.969
1129;470;1582;4;41.223;3;123.669
1130;462;1510;5;47.6805;3;143.0415
1131;510;1526;2;23.4045;550;12872.475
1131;511;1526;2;27.867;550;15326.85
1132;527;1644;1;6.7515;550;3713.325
1133;938;1680;5;31.4895;550;17319.225
1133;939;1680;5;48.2895;550;26559.225
1133;509;1680;5;36.2775;550;19952.625
1134;492;1584;5;50.7465;60;3044.79
1134;493;1584;5;58.2645;60;3495.87
1135;523;1620;5;10.3845;550;5711.475
1136;425;1666;4;45.5805;3;136.7415
1136;426;1666;4;43.4805;3;130.4415
1136;427;1666;4;47.754;3;143.262
1136;428;1666;4;43.4805;3;130.4415
1137;490;1592;2;12.7155;3;38.1465
